Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,RDO_mgL_6,RDOsat_percent_6,RDOTemp_C_6,RDO_mgL_13,RDOsat_percent_13,RDOTemp_C_13,EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_13,Depth_m_13,LvlTemp_C_13,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_RDO_mgL_6,Flag_RDOsat_percent_6,Flag_RDOTemp_C_6,Flag_RDO_mgL_13,Flag_RDOsat_percent_13,Flag_RDOTemp_C_13,Flag_EXOTemp_C_1.5,Flag_EXOCond_uScm_1.5,Flag_EXOSpCond_uScm_1.5,Flag_EXOTDS_mgL_1.5,Flag_EXODOsat_percent_1.5,Flag_EXODO_mgL_1.5,Flag_EXOChla_RFU_1.5,Flag_EXOChla_ugL_1.5,Flag_EXOBGAPC_RFU_1.5,Flag_EXOBGAPC_ugL_1.5,Flag_EXOfDOM_RFU_1.5,Flag_EXOfDOM_QSU_1.5,Flag_EXOTurbidity_FNU_1.5,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
BVR,50,2023-03-01 04:30:00,NA,NA,NA,8.508783,8.546106,8.595698,8.440394,8.393244,8.326594,8.343378,8.291162,8.290034,8.235194,11.21966,96.12448,8.597574,11.28565,96.0129,8.307732,8.718001,20.02,29.06,18.89,97.38,11.33,1.17,3.04,2.02,0.92,4.13,12.3,4.4,2.67,1.883,4.07,11.44,1.19,13.78354,9.711193107,8.315308,79756,12.99,10.82,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 04:40:00,NA,NA,NA,8.490686,8.54455,8.621821,8.435846,8.393,8.322901,8.342432,8.292841,8.293878,8.240137,11.24226,96.35993,8.615517,11.31394,96.28145,8.319664,8.718001,20.04,29.08,18.9,97.48,11.35,1.22,3.18,2.03,0.93,4.15,12.36,4.31,2.68,1.886,4.07,11.44,1.22,13.7841,9.711587655,8.320583,79757,12.98,10.81,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 04:50:00,NA,NA,NA,8.489191,8.525324,8.621394,8.443537,8.391443,8.327845,8.33877,8.296411,8.302302,8.243555,11.22598,96.21923,8.615036,11.27576,95.97238,8.326371,8.703,20.3,29.47,19.16,97.5,11.35,1.16,3.01,1.93,0.82,4.21,12.54,4.19,2.67,1.883,4.07,11.44,NA,13.78431,9.7117356105,8.325424,79758,13,10.79,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-03-01 05:00:00,NA,NA,NA,8.501337,8.52801,8.62301,8.499811,8.411341,8.344233,8.350275,8.311304,8.309229,8.247675,11.22696,96.22763,8.615036,11.28132,96.02301,8.327797,8.7,19.98,29.01,18.85,97.45,11.35,1.21,3.15,2.03,0.93,4.16,12.38,4.42,2.68,1.887,4.07,11.44,1.2,13.78227,9.7102983285,8.327318,79759,13,10.76,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 05:10:00,NA,NA,NA,8.47207,8.521387,8.622736,8.464807,8.422785,8.34527,8.35528,8.320795,8.3099,8.248072,11.1935,95.94176,8.615365,11.2779,95.9953,8.328438,8.702,20,29.04,18.87,97.39,11.34,1.21,3.16,2,0.9,4.14,12.33,4.32,2.68,1.889,4.07,11.44,1.19,13.78457,9.7119187935,8.32864,79760,12.96,10.67,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 05:20:00,NA,NA,NA,8.440882,8.489405,8.620661,8.499078,8.427729,8.352991,8.359522,8.32995,8.305506,8.250086,11.18201,95.83258,8.610756,11.26203,95.86106,8.328759,8.670999,20.01,29.07,18.9,97.18,11.32,1.28,3.38,2.02,0.92,4.16,12.37,4.36,2.68,1.889,4.07,11.44,1.19,13.78324,9.710981742,8.329964,79761,12.99,10.48,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 05:30:00,NA,NA,NA,8.438746,8.498316,8.607081,8.504206,8.444208,8.352258,8.361475,8.331812,8.29983,8.249872,11.19973,95.93136,8.587883,11.23052,95.5923,8.328598,8.673,20,29.07,18.89,97.24,11.33,1.15,2.97,2.02,0.93,4.14,12.33,4.32,2.69,1.892,4.07,11.43,1.2,13.78367,9.7112846985,8.330617,79762,13,10.24,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 05:40:00,NA,NA,NA,8.508112,8.519983,8.618098,8.502222,8.462946,8.357111,8.367639,8.33587,8.303797,8.250849,11.19213,95.88654,8.596627,11.19479,95.28872,8.328759,8.699,20.28,29.45,19.14,97.3,11.33,1.14,2.94,1.97,0.87,4.21,12.54,4.18,2.69,1.892,4.07,11.44,NA,13.78496,9.712193568,8.332696,79763,13.01,9.97,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-03-01 05:50:00,NA,NA,NA,8.497797,8.524378,8.612574,8.48031,8.430262,8.363214,8.372217,8.341028,8.312098,8.249537,11.18995,95.86125,8.593766,11.15489,94.95018,8.329224,8.687,20.02,29.08,18.9,97.25,11.33,1.21,3.15,2.02,0.92,4.17,12.41,4.28,2.69,1.894,4.07,11.43,1.21,13.78385,9.7114115175,8.337406,79764,13,9.68,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 06:00:00,NA,NA,NA,8.500543,8.51861,8.614435,8.48379,8.435327,8.370264,8.372309,8.330988,8.31698,8.245386,11.15351,95.54759,8.593126,11.15434,94.94445,8.328759,8.689999,19.98,29.02,18.87,97.16,11.32,1.2,3.14,2,0.9,4.14,12.32,4.42,2.69,1.894,4.07,11.42,1.18,13.78547,9.7125528885,8.335209,79765,12.96,9.44,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 06:10:00,NA,NA,NA,8.506434,8.522333,8.629908,8.487543,8.461847,8.37707,8.373774,8.334742,8.327631,8.251795,11.15655,95.58222,8.596772,11.10711,94.54573,8.330193,8.696999,20.02,29.07,18.89,97.12,11.31,1.17,3.02,1.99,0.89,4.15,12.34,4.33,2.69,1.891,4.07,11.43,1.18,13.78558,9.712630389,8.337438,79766,12.98,9.24,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 06:20:00,NA,NA,NA,8.497797,8.518579,8.615595,8.48147,8.479395,8.386682,8.384089,8.338953,8.339899,8.252436,11.22575,96.16265,8.591538,11.22044,95.50884,8.32956,8.681,20,29.06,18.89,97.12,11.31,1.14,2.93,2,0.9,4.12,12.27,4.44,2.69,1.892,4.07,11.42,1.18,13.78421,9.7116651555,8.337422,79767,12.93,9.16,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 06:30:00,NA,NA,NA,8.4974,8.521692,8.600702,8.487726,8.496668,8.39654,8.397211,8.34881,8.349451,8.254755,11.20531,95.98535,8.590584,11.25129,95.77522,8.331147,8.685001,20,29.06,18.89,97.19,11.32,1.23,3.23,1.98,0.88,4.14,12.32,4.3,2.69,1.892,4.07,11.42,1.19,13.7844,9.71179902,8.337103,79768,12.94,9.15,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 06:40:00,NA,NA,NA,8.498713,8.50973,8.590479,8.494746,8.502283,8.418695,8.408686,8.362024,8.36239,8.260065,11.22449,96.15073,8.591057,11.2434,95.71466,8.334008,8.678001,20,29.06,18.89,97.25,11.33,1.17,3.04,2.03,0.94,4.13,12.3,4.34,2.69,1.894,4.07,11.42,1.22,13.78501,9.7122287955,8.342785,79769,12.98,9.12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 06:50:00,NA,NA,NA,8.511408,8.527796,8.60824,8.507044,8.517634,8.42602,8.40005,8.362604,8.3659,8.264734,11.19914,95.96176,8.603135,11.21644,95.5155,8.347062,8.705,20.28,29.45,19.14,97.42,11.34,1.17,3.02,1.95,0.85,4.22,12.55,4.2,2.69,1.892,4.07,11.4,NA,13.7852,9.71236266,8.347967,79770,12.96,9.08,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-03-01 07:00:00,NA,NA,NA,8.516046,8.531306,8.61181,8.496394,8.473871,8.399012,8.389642,8.366174,8.377954,8.261378,11.22131,96.16243,8.607734,11.21591,95.48681,8.336716,8.689999,20.01,29.07,18.89,97.35,11.34,1.12,2.88,1.98,0.88,4.14,12.32,4.35,2.69,1.894,4.07,11.42,1.21,13.78466,9.711982203,8.343037,79771,12.97,9.06,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 07:10:00,NA,NA,NA,8.53863,8.546808,8.621485,8.496882,8.48324,8.408442,8.385981,8.37057,8.385614,8.272302,11.21462,96.1211,8.614724,11.2217,95.56095,8.34739,8.708,20.03,29.08,18.9,97.42,11.34,1.1,2.81,2,0.9,4.12,12.27,4.32,2.69,1.897,4.07,11.42,1.2,13.78459,9.7119328845,8.352277,79772,12.97,9.12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 07:20:00,NA,NA,NA,8.53457,8.554254,8.63363,8.493555,8.48675,8.41421,8.386713,8.375238,8.390742,8.266321,11.24081,96.34639,8.615036,11.25583,95.85648,8.349466,8.704001,20.01,29.06,18.89,97.35,11.33,1.14,2.94,2.02,0.92,4.15,12.35,4.35,2.7,1.899,4.07,11.47,1.19,13.78515,9.7123274325,8.349174,79773,13.04,9.21,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 07:30:00,NA,NA,NA,8.540766,8.557428,8.624842,8.492518,8.49093,8.417933,8.39599,8.381555,8.392298,8.258906,11.22384,96.20205,8.615517,11.2939,96.15196,8.337204,8.708,20.02,29.07,18.9,97.22,11.32,1.1,2.81,1.98,0.88,4.14,12.32,4.3,2.7,1.899,4.07,11.49,1.2,13.78548,9.712559934,8.340606,79774,13.03,9.3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 07:40:00,NA,NA,NA,8.559382,8.575556,8.629694,8.494135,8.500574,8.425501,8.404993,8.388758,8.389124,8.249567,11.17966,95.82363,8.615662,11.32548,96.40115,8.328759,8.729999,20.03,29.06,18.89,97.3,11.32,1.14,2.93,1.98,0.88,4.16,12.37,4.34,2.7,1.898,4.07,11.52,1.18,13.78602,9.712940391,8.330952,79775,13.04,9.41,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 07:50:00,NA,NA,NA,8.546838,8.562434,8.638574,8.494593,8.503901,8.429865,8.421076,8.397181,8.392817,8.25448,11.18917,95.90834,8.616944,11.26979,95.92844,8.329393,8.729999,20.04,29.08,18.9,97.39,11.33,1.07,2.72,2.01,0.92,4.16,12.37,4.32,2.7,1.901,4.07,11.68,1.19,13.78542,9.712517661,8.337958,79776,13.28,9.51,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 08:00:00,NA,NA,NA,8.565241,8.579493,8.648829,8.494135,8.50213,8.433374,8.425867,8.40249,8.38421,8.253839,11.23835,96.37021,8.634255,11.22629,95.56437,8.332085,8.742,20.02,29.03,18.87,97.31,11.32,1.15,2.98,2.01,0.92,4.14,12.33,4.37,2.7,1.901,4.07,11.85,1.18,13.78529,9.7124260695,8.336013,79777,13.35,9.7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 08:10:00,NA,NA,NA,8.580134,8.590723,8.65243,8.491144,8.495294,8.43609,8.443781,8.40597,8.377344,8.260767,11.24056,96.29256,8.592811,11.24439,95.72712,8.335762,8.741,20.03,29.05,18.88,97.35,11.32,1.07,2.7,1.97,0.87,4.15,12.35,4.31,2.7,1.899,4.07,11.72,1.19,13.78532,9.712447206,8.341445,79778,13.27,9.96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 08:20:00,NA,NA,NA,8.582117,8.597406,8.638971,8.488672,8.491327,8.419672,8.434839,8.395624,8.351313,8.258478,11.23477,96.29383,8.614724,11.24198,95.72435,8.343406,8.726,20.02,29.05,18.88,97.34,11.33,1.08,2.73,1.98,0.87,4.18,12.43,4.28,2.7,1.902,4.07,11.7,1.2,13.78493,9.7121724315,8.34401,79779,13.28,10.07,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 08:30:00,NA,NA,NA,8.579737,8.592982,8.642298,8.489832,8.485162,8.423945,8.432856,8.372278,8.342066,8.25387,11.22647,96.2277,8.61679,11.23332,95.62826,8.333695,8.736,20.05,29.09,18.91,97.27,11.32,1.08,2.75,1.98,0.88,4.14,12.33,4.35,2.7,1.904,4.07,11.74,1.18,13.78678,9.713475849,8.33846,79780,13.22,10.12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 08:40:00,NA,NA,NA,8.594904,8.597284,8.668848,8.489771,8.484491,8.428247,8.439478,8.389887,8.355127,8.254175,11.19786,96.04718,8.644722,11.20523,95.38513,8.332085,8.741,20.04,29.07,18.89,97.27,11.31,1.07,2.71,1.98,0.88,4.15,12.34,4.32,2.71,1.905,4.07,11.7,1.21,13.78623,9.7130883465,8.338377,79781,13.28,10.13,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 08:50:00,NA,NA,NA,8.58941,8.600428,8.648981,8.483637,8.481562,8.429133,8.445338,8.389124,8.356592,8.231654,11.1835,95.9049,8.636467,11.13494,94.77454,8.326684,8.71,20.31,29.48,19.16,97.4,11.34,1.03,2.57,1.91,0.8,4.22,12.55,4.2,2.7,1.902,4.07,11.71,NA,13.78448,9.711855384,8.314119,79782,13.22,10.12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-03-01 09:00:00,NA,NA,NA,8.562586,8.601374,8.650415,8.483514,8.483667,8.432459,8.45196,8.385157,8.353113,8.21908,11.19043,95.95134,8.630922,11.01764,93.72888,8.30597,8.716,20.01,29.05,18.88,97.33,11.33,1.13,2.9,1.99,0.89,4.15,12.35,4.34,2.71,1.905,4.07,11.66,NA,13.78543,9.7125247065,8.303624,79783,13.23,10.07,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-03-01 09:10:00,NA,NA,NA,8.567957,8.596369,8.651789,8.48327,8.484186,8.432611,8.439081,8.361078,8.351648,8.241663,11.23138,96.27011,8.616944,10.98001,93.44391,8.321434,8.72,20.3,29.47,19.15,97.3,11.32,1.1,2.8,1.94,0.84,4.22,12.55,4.14,2.7,1.904,4.07,11.64,NA,13.78664,9.713377212,8.332462,79784,13.16,10.04,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-03-01 09:20:00,NA,NA,NA,8.564722,8.5935,8.635645,8.481074,8.483911,8.437311,8.437922,8.359705,8.33587,8.22793,11.24692,96.40238,8.616616,11.0516,94.01703,8.305658,8.729,20.03,29.06,18.89,97.38,11.33,1.09,2.77,1.98,0.88,4.15,12.36,4.28,2.7,1.902,4.07,11.71,1.18,13.78612,9.713010846,8.304645,79785,13.23,9.99,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 09:30:00,NA,NA,NA,8.560266,8.592096,8.638758,8.484735,8.487116,8.44079,8.446344,8.359003,8.316248,8.226526,11.27296,96.62234,8.615197,11.05178,94.01587,8.304535,8.75,20.03,29.04,18.88,97.46,11.33,1.19,3.11,1.99,0.89,4.15,12.34,4.3,2.7,1.903,4.07,11.48,1.18,13.78523,9.7123837965,8.305063,79786,13.03,9.99,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 09:40:00,NA,NA,NA,8.593774,8.602014,8.645258,8.487299,8.488886,8.443262,8.444818,8.352838,8.294062,8.216608,11.27876,96.68424,8.62043,11.06739,94.14727,8.303902,8.747,20.03,29.05,18.89,97.46,11.33,1.07,2.72,1.98,0.88,4.14,12.33,4.25,2.7,1.9,4.07,11.75,1.2,13.785,9.71222175,8.296664,79787,13.33,10.31,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 09:50:00,NA,NA,NA,8.612726,8.605951,8.667536,8.491388,8.492182,8.446344,8.440607,8.354182,8.30694,8.21609,11.23172,96.32843,8.640763,10.95357,93.1496,8.290841,8.753,20.06,29.09,18.91,97.48,11.34,1.03,2.59,1.99,0.89,4.13,12.3,4.29,2.7,1.901,4.07,12.12,1.18,13.78749,9.7139760795,8.295174,79788,13.74,10.55,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 10:00:00,NA,NA,NA,8.605371,8.611353,8.682062,8.498254,8.498072,8.447626,8.430078,8.353968,8.306177,8.222559,11.28087,96.76278,8.646309,10.87005,92.4543,8.297532,8.745,20.03,29.04,18.88,97.43,11.33,1.11,2.83,1.98,0.88,4.16,12.39,4.33,2.69,1.898,4.07,12.22,1.19,13.78597,9.7129051635,8.301566,79789,13.77,10.77,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 10:10:00,NA,NA,NA,8.625635,8.618066,8.67782,8.501337,8.50506,8.443506,8.420405,8.35763,8.299982,8.22793,11.3125,97.01593,8.638534,10.91092,92.81842,8.304856,8.747,20.02,29.03,18.87,97.61,11.35,1.07,2.7,1.98,0.88,4.13,12.28,4.33,2.7,1.898,4.07,12.49,1.21,13.7852,9.71236266,8.309182,79790,14.22,10.99,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 10:20:00,NA,NA,NA,8.640498,8.63009,8.689264,8.504145,8.511378,8.451502,8.387506,8.360926,8.301478,8.246698,11.31685,97.1065,8.661232,11.03133,93.85138,8.308678,8.769,20.04,29.05,18.88,97.7,11.36,1.07,2.71,1.98,0.88,4.14,12.3,4.33,2.7,1.899,4.07,12.7,1.18,13.7863,9.713137665,8.320867,79791,14.25,11.22,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 10:30:00,NA,NA,NA,8.666926,8.647455,8.691309,8.515558,8.51977,8.458124,8.388056,8.356775,8.305872,8.249842,11.35912,97.46479,8.659334,11.06543,94.18354,8.327005,8.773,20.03,29.03,18.87,97.63,11.35,0.98,2.43,1.95,0.85,4.16,12.38,4.3,2.69,1.895,4.07,12.69,1.19,13.78544,9.712531752,8.328289,79792,14.23,11.48,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 10:40:00,NA,NA,NA,8.709558,8.653894,8.693079,8.520654,8.525538,8.46026,8.393824,8.355707,8.310175,8.253839,11.31971,97.03948,8.622185,11.13864,94.81027,8.328598,8.754,20,29,18.85,97.55,11.34,1.01,2.51,1.94,0.84,4.15,12.35,4.28,2.69,1.894,4.07,12.69,1.21,13.78621,9.7130742555,8.33355,79793,14.24,11.71,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 10:50:00,NA,NA,NA,8.763514,8.669855,8.683679,8.525141,8.527552,8.468927,8.407251,8.343592,8.310602,8.231775,11.28355,96.76909,8.639168,11.16983,95.04894,8.316964,8.762,20.33,29.47,19.15,97.74,11.36,1.17,3.03,1.95,0.85,4.21,12.54,4.16,2.69,1.893,4.07,12.7,1.03,13.78512,9.712306296,8.310302,79794,14.23,11.93,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 11:00:00,NA,NA,NA,8.800531,8.677882,8.681726,8.53161,8.53213,8.47146,8.395533,8.345148,8.311518,8.215937,11.37384,97.54346,8.639168,11.03577,93.87696,8.30327,8.757,20.32,29.46,19.15,97.88,11.38,1.06,2.68,1.94,0.84,4.22,12.56,4.21,2.68,1.89,4.07,12.76,1.05,13.78592,9.712869936,8.296797,79795,14.25,12.15,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 11:10:00,NA,NA,NA,8.802606,8.685389,8.705561,8.534998,8.538752,8.470942,8.389154,8.335413,8.31402,8.217615,11.41051,97.91367,8.662667,10.95329,93.17627,8.303742,8.795,20.04,29.03,18.87,97.96,11.38,1.16,2.99,2.01,0.91,4.13,12.28,4.34,2.69,1.891,4.07,12.69,1.2,13.78489,9.7121442495,8.298018,79796,14.24,12.32,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 11:20:00,NA,NA,NA,8.78869,8.716394,8.725946,8.541223,8.540369,8.470301,8.38473,8.328974,8.313502,8.217829,11.36235,97.55071,8.684075,10.928,92.95941,8.302942,8.819,20.07,29.05,18.88,97.99,11.38,1.19,3.1,1.99,0.89,4.14,12.32,4.38,2.68,1.889,4.07,12.68,1.18,13.78511,9.7122992505,8.30401,79797,14.21,12.42,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 11:30:00,NA,NA,NA,8.83642,8.708185,8.738337,8.543604,8.545008,8.473902,8.391626,8.32287,8.317743,8.226007,11.29813,97.00727,8.687417,10.94097,93.07666,8.30597,8.795999,20.03,29.01,18.86,97.86,11.37,1.11,2.85,1.96,0.86,4.15,12.35,4.24,2.68,1.887,4.07,12.7,1.2,13.78597,9.7129051635,8.315123,79798,14.25,12.59,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-03-01 11:40:00,NA,NA,NA,8.834986,8.698664,8.734766,8.547876,8.546594,8.4667,8.400446,8.341882,8.31872,8.235621,11.41046,97.97119,8.687256,11.01954,93.79229,8.326684,8.805,20.34,29.45,19.14,98.1,11.39,1.1,2.79,1.91,0.81,4.22,12.55,4.22,2.68,1.886,4.07,12.7,NA,13.7867,9.713419485,8.328222,79799,14.19,12.89,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
