Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,RDO_mgL_6,RDOsat_percent_6,RDOTemp_C_6,RDO_mgL_13,RDOsat_percent_13,RDOTemp_C_13,EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_13,Depth_m_13,LvlTemp_C_13,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_RDO_mgL_6,Flag_RDOsat_percent_6,Flag_RDOTemp_C_6,Flag_RDO_mgL_13,Flag_RDOsat_percent_13,Flag_RDOTemp_C_13,Flag_EXOTemp_C_1.5,Flag_EXOCond_uScm_1.5,Flag_EXOSpCond_uScm_1.5,Flag_EXOTDS_mgL_1.5,Flag_EXODOsat_percent_1.5,Flag_EXODO_mgL_1.5,Flag_EXOChla_RFU_1.5,Flag_EXOChla_ugL_1.5,Flag_EXOBGAPC_RFU_1.5,Flag_EXOBGAPC_ugL_1.5,Flag_EXOfDOM_RFU_1.5,Flag_EXOfDOM_QSU_1.5,Flag_EXOTurbidity_FNU_1.5,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
BVR,50,2023-01-12 12:40:00,NA,NA,NA,NA,3.716486,3.800836,3.664941,3.686304,3.637201,3.682642,3.690454,3.70614,3.684228,13.10532,99.3505,3.758667,13.25522,100.4181,3.73278,3.84,19.35,32.47,21.1,99.36,13.08,2.1,6.02,2.77,1.75,4.72,14.04,5.66,2.81,1.978,4.05,12.12,1.18,12.75789,8.9885713995,3.755821,72893,13.61,9.71,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 12:50:00,NA,NA,NA,NA,3.733728,3.806848,3.672784,3.687677,3.646204,3.692163,3.68548,3.713861,3.681329,13.11302,99.4594,3.777924,13.27059,100.5314,3.731583,3.852,19.34,32.45,21.09,99.42,13.08,1.51,4.14,2.72,1.69,4.75,14.15,5.54,2.8,1.975,4.05,12.12,1.2,12.75556,8.986929798,3.747863,72894,13.65,9.77,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 13:00:00,NA,NA,NA,NA,3.736505,3.814264,3.660089,3.688928,3.642877,3.68847,3.67959,3.700647,3.675409,13.08348,99.2622,3.788239,13.2138,100.0996,3.731087,3.833,19.63,32.95,21.42,98.8,13.01,1.57,4.33,2.64,1.6,4.79,14.26,5.34,2.8,1.968,4.05,11.93,1.09,12.75752,8.988310716,3.74858,72895,13.48,9.82,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 13:10:00,NA,NA,NA,NA,3.719018,3.790765,3.662042,3.687982,3.648157,3.684839,3.705011,3.712,3.676599,13.02138,98.77182,3.780808,13.13633,99.5132,3.731247,3.841,19.34,32.45,21.09,99.2,13.06,1.83,5.17,2.77,1.75,4.73,14.09,5.58,2.8,1.968,4.05,11.7,1.19,12.75712,8.988028896,3.752315,72896,13.29,9.88,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 13:20:00,NA,NA,NA,NA,3.714594,3.78219,3.66723,3.690973,3.646997,3.696344,3.699152,3.72207,3.683404,13.02531,98.80328,3.781479,13.15903,99.7156,3.742752,3.838,19.36,32.5,21.13,99.11,13.05,1.56,4.28,2.73,1.7,4.73,14.09,5.52,2.79,1.967,4.05,11.68,1.19,12.75861,8.9890786755,3.760993,72897,13.24,9.88,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 13:30:00,NA,NA,NA,NA,3.707269,3.819482,3.684167,3.693536,3.639795,3.687097,3.679254,3.714166,3.688898,13.00566,98.6415,3.776566,13.15423,99.7043,3.752235,3.842,19.37,32.5,21.12,99.12,13.05,2.12,6.1,2.73,1.71,4.73,14.1,5.47,2.8,1.968,4.06,11.41,1.18,12.75571,8.9870354805,3.767561,72898,12.96,9.93,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 13:40:00,NA,NA,NA,NA,3.706048,3.82055,3.67962,3.689691,3.6401,3.684869,3.678735,3.712122,3.691522,13.00713,98.62747,3.766945,13.11977,99.4437,3.752571,3.846,19.36,32.49,21.12,99.1,13.04,1.95,5.55,2.78,1.76,4.72,14.06,5.5,2.79,1.967,4.05,11.48,1.21,12.75781,8.9885150355,3.770622,72899,13.07,10.19,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 13:50:00,NA,NA,NA,NA,3.712854,3.829218,3.696283,3.698022,3.637903,3.680505,3.683038,3.715997,3.69671,13.02417,98.78434,3.777428,13.08162,99.156,3.753067,3.858,19.64,32.94,21.41,99.2,13.05,3.16,9.439999,2.68,1.66,4.77,14.21,5.3,2.78,1.96,4.05,11.64,1.08,12.75833,8.9888814015,3.776516,72900,13.21,10.2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 14:00:00,NA,NA,NA,NA,3.713342,3.797082,3.674005,3.692865,3.650018,3.680841,3.686548,3.717676,3.698663,13.03533,98.87465,3.779633,13.09555,99.2659,3.754753,3.837,19.36,32.5,21.12,99.14,13.05,1.79,5.02,2.76,1.74,4.73,14.1,5.56,2.78,1.96,4.05,11.64,1.18,12.75704,8.987972532,3.778833,72901,13.19,10.17,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 14:10:00,NA,NA,NA,NA,3.704828,3.812066,3.665674,3.691705,3.642572,3.686029,3.690942,3.743219,3.704858,13.02103,98.70899,3.757805,13.03431,98.838,3.768623,3.85,19.36,32.47,21.11,99.12,13.04,1.2,3.13,2.74,1.71,4.75,14.15,5.57,2.79,1.961,4.05,11.55,1.2,12.75771,8.9884445805,3.786491,72902,13.12,10.16,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 14:20:00,NA,NA,NA,NA,3.709558,3.812219,3.669488,3.68902,3.652856,3.69314,3.699365,3.734094,3.710687,13.00188,98.61199,3.776237,12.97049,98.37254,3.775742,3.852,19.35,32.46,21.1,99.13,13.04,1.53,4.19,2.74,1.71,4.72,14.07,5.52,2.78,1.96,4.05,11.62,1.19,12.75744,8.988254352,3.792795,72903,13.11,10.13,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 14:30:00,NA,NA,NA,NA,3.69964,3.831812,3.682855,3.694147,3.64602,3.698022,3.701959,3.730249,3.720209,13.00322,98.63145,3.779793,12.92307,98.02522,3.780457,3.861,19.35,32.46,21.1,99.03,13.03,NA,NA,2.74,1.71,4.75,14.14,5.51,2.78,1.957,4.05,11.54,1.21,12.75739,8.9882191245,3.801164,72904,13.12,10.1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-01-12 14:40:00,NA,NA,NA,NA,3.700158,3.815942,3.673395,3.696588,3.64953,3.687372,3.693994,3.733789,3.724481,12.99356,98.5587,3.779961,12.94771,98.24318,3.792473,3.85,19.65,32.97,21.43,99.02,13.03,1.46,3.97,2.66,1.62,4.81,14.31,5.42,2.78,1.956,4.05,11.53,1.1,12.75875,8.9891773125,3.805356,72905,13.11,10.08,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
